fuente,nombre,voltaje_kv,subestacion_origen,subestacion_destino,propietario,longitud_km,estado,geometry_wkt,attrs_json
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.8222174379999 13.957117334, -90.8223634329999 13.958300399)","{""FID"": 97, ""FID_Polyli"": 405, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 136.67472951235288}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.901546688 13.959249857, -90.900588407 13.959071604, -90.899338335 13.9591132170001, -90.898148459 13.9590165420001, -90.8969533399999 13.95874315, -90.895763359 13.958638148, -90.8945617349999 13.9585315950001, -90.8933667419999 13.9584081940001, -90.892116671 13.9583081670001, -90.8909683749999 13.958168172, -90.8897350669999 13.9580465, -90.8885600509999 13.957914936, -90.88769006 13.9578082470001, -90.8868283899999 13.957763167, -90.8856817019999 13.9574581540001, -90.884525086 13.957166513, -90.884259172 13.9570844060001, -90.883376694 13.956876566, -90.882195119 13.956573221, -90.8810400579999 13.9562848320001, -90.879860047 13.9559832080001)","{""FID"": 98, ""FID_Polyli"": 45, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 2452.5832791970556}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.8223634329999 13.958300399, -90.822363697 13.958301847, -90.8224803519999 13.9594268170001)","{""FID"": 99, ""FID_Polyli"": 414, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 129.8622432173988}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.810016854 13.959523673, -90.81035346 13.959474386, -90.8103737209999 13.9588867660001, -90.810389482 13.958168173, -90.8103880119999 13.957638008, -90.811694574 13.9576535680001, -90.813050559 13.95763821, -90.814415876 13.9576341330001, -90.815569333 13.957628054, -90.816327864 13.957615983, -90.8175266889999 13.957616538, -90.818674264 13.957606596, -90.8197591609999 13.957522081, -90.8196690169999 13.956826117, -90.8196723739999 13.956193613, -90.819664012 13.9551639520001, -90.8196561289999 13.954083332, -90.8196578389999 13.952946683, -90.82060398 13.9529652850001, -90.821731587 13.9529709600001)","{""FID"": 100, ""FID_Polyli"": 2178, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 2048.5460698732277}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.8100165639999 13.959574001, -90.810394208 13.9595488490001, -90.810395765 13.9588941030001, -90.810414172 13.9581696600001, -90.8104018229999 13.957664699, -90.811689745 13.9576750300001, -90.8130448759999 13.9576620140001, -90.81441269 13.9576579600001, -90.815567916 13.957650813, -90.8163246889999 13.957638726, -90.817524899 13.957639654, -90.8186737679999 13.9576298150001, -90.819783429 13.957538925, -90.819692011 13.956830841, -90.81969538 13.956196982, -90.819686991 13.9551703030001, -90.819677878 13.954082623, -90.819681652 13.9529627100001, -90.820603692 13.9529860650001, -90.8217451089999 13.9530483410001)","{""FID"": 101, ""FID_Polyli"": 2185, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 2058.6295714734924}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.904982344 13.95959234, -90.9024817029999 13.959371517, -90.901546688 13.959249857)","{""FID"": 102, ""FID_Polyli"": 1142, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 384.536898493749}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.909250022 13.9599781710001, -90.908038375 13.959862198, -90.904982344 13.95959234)","{""FID"": 103, ""FID_Polyli"": 1542, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 477.13557032896676}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.8224803519999 13.9594268170001, -90.8224803479999 13.959427269, -90.8225328979999 13.959792261, -90.8225854919999 13.9601918620001, -90.8226712809999 13.9608401660001, -90.822671542 13.960841885)","{""FID"": 104, ""FID_Polyli"": 1864, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 163.71085905768032}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.822671542 13.960841885, -90.822778314 13.961659806, -90.822816459 13.962120272, -90.822819155 13.962138549)","{""FID"": 105, ""FID_Polyli"": 423, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 149.67963583104594}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.822819155 13.962138549, -90.822910158 13.9627736170001, -90.822984033 13.963360458)","{""FID"": 106, ""FID_Polyli"": 434, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 141.3652106365777}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.822984033 13.963360458, -90.822984116 13.963361453, -90.8230846819999 13.964140824, -90.823144508 13.9646177490001, -90.823144681 13.9646191060001)","{""FID"": 107, ""FID_Polyli"": 442, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 145.48242699188202}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.951180058 13.964543139, -90.9511933749999 13.965161555)","{""FID"": 108, ""FID_Polyli"": 53, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 70.95390163992752}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.9511933749999 13.965161555, -90.9495717179999 13.9649315340001, -90.9477734489999 13.9646982030001, -90.946048386 13.964484908, -90.9443084269999 13.9642615350001, -90.942338376 13.964003217, -90.9419983859999 13.964308132, -90.940351778 13.9641082040001, -90.9386049889999 13.963894854, -90.9377577079999 13.96377579, -90.936859233 13.963649149, -90.9351166629999 13.963451534, -90.9339101039999 13.963278256, -90.932713329 13.963201568, -90.931478354 13.963123193, -90.930280097 13.9630365400001, -90.929088317 13.9629398150001, -90.9278351289999 13.9628498810001, -90.926613354 13.962796536, -90.92532837 13.962754845, -90.924220002 13.9622615540001, -90.923000095 13.9618248680001, -90.921873357 13.9613898780001, -90.920776781 13.960924868, -90.91970671 13.960538157, -90.9185017489999 13.9604281670001, -90.917325099 13.9602981700001, -90.916258446 13.9602015540001, -90.915236653 13.96008652, -90.9139967489999 13.960199867, -90.9127351069999 13.960281572, -90.911578411 13.960176571, -90.91044997 13.9600782230001, -90.909250022 13.9599781710001)","{""FID"": 109, ""FID_Polyli"": 50, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 4756.723524644677}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.957846693 13.9652848850001, -90.955468404 13.9649881770001, -90.953091781 13.964744867, -90.951180058 13.964543139)","{""FID"": 110, ""FID_Polyli"": 59, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 747.0276688407538}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.823144681 13.9646191060001, -90.823247195 13.9654175620001, -90.823305011 13.9658623)","{""FID"": 111, ""FID_Polyli"": 1868, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 143.71941854922562}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.823305011 13.9658623, -90.823305095 13.9658632040001, -90.8233950699999 13.966696517)","{""FID"": 112, ""FID_Polyli"": 451, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 96.21723787587163}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.8234192729345 13.9668973871485, -90.823602899 13.966892296)","{""FID"": 113, ""FID_Polyli"": 1621, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 20.4495010741766}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.8233950699999 13.966696517, -90.8234192729345 13.9668973871485)","{""FID"": 114, ""FID_Polyli"": 1165, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 23.198964060977815}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.788437512 13.9670265430001, -90.789947862 13.9670215830001, -90.7916067399999 13.967004499, -90.79328047 13.9669923280001, -90.7949511429999 13.9669612320001, -90.7964168499999 13.9669420010001, -90.797829048 13.966955257, -90.798938722 13.9669548310001, -90.801090651 13.966941064, -90.802158112 13.9669236150001, -90.803225573 13.966906161, -90.805320086 13.9668980720001, -90.807157438 13.966854211, -90.8089951969999 13.9668750380001, -90.81077077 13.9668675500001, -90.812588875 13.9668537450001, -90.8144345209999 13.9668435180001, -90.8162143539999 13.966826359, -90.8180789749999 13.966815732, -90.8199460339999 13.966792101, -90.821768476 13.966770585, -90.822849156 13.966913194, -90.8234192729345 13.9668973871485)","{""FID"": 115, ""FID_Polyli"": 1621, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 3895.5319986125483}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.788437512 13.9670265430001, -90.7884047939999 13.9650159990001, -90.788315401 13.9629910240001, -90.788224115 13.960989796, -90.7882221569999 13.9599149420001, -90.788224776 13.958854768, -90.788246372 13.95780326, -90.788262652 13.9567463730001, -90.7882740549999 13.955764259, -90.788281887 13.9546034710001, -90.7882856259999 13.9536000520001, -90.788288956 13.952474644, -90.7883045579999 13.951420461, -90.7883242219999 13.950376796, -90.788323654 13.9493299650001, -90.788320481 13.94826522, -90.788344764 13.9469211480001, -90.788358739 13.9460954710001, -90.788384645 13.9439787420001, -90.78838977 13.9429553660001, -90.788396462 13.941845168, -90.788360133 13.9415215280001)","{""FID"": 116, ""FID_Polyli"": 1627, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 2926.368273511708}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.8234192729345 13.9668973871485, -90.823450091 13.967153159)","{""FID"": 117, ""FID_Polyli"": 1165, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 29.539719248427502}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.823450091 13.967153159, -90.823559763 13.9681353840001, -90.8236677349999 13.968786417)","{""FID"": 118, ""FID_Polyli"": 1160, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 188.97387244941422}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.8236677349999 13.968786417, -90.823670371 13.96881111, -90.8237435659999 13.9697069840001)","{""FID"": 119, ""FID_Polyli"": 465, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 105.9377923427629}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.8237435659999 13.9697069840001, -90.823743564 13.9697071640001, -90.8239101549999 13.97093433, -90.8239101519999 13.970934691)","{""FID"": 120, ""FID_Polyli"": 473, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 142.04971273470193}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.8239101519999 13.970934691, -90.824077223 13.972199451, -90.8240772199999 13.972199813)","{""FID"": 121, ""FID_Polyli"": 482, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 146.31338993519432}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.8240772199999 13.972199813, -90.8242167619999 13.9734598990001)","{""FID"": 122, ""FID_Polyli"": 489, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 145.38155444083662}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.8242167619999 13.9734598990001, -90.824331746 13.974251237, -90.824395898 13.974701273, -90.824395987 13.974701635)","{""FID"": 123, ""FID_Polyli"": 1156, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 143.83580412897612}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.824395987 13.974701635, -90.8245992209999 13.975948738)","{""FID"": 124, ""FID_Polyli"": 497, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 144.83935530805843}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.8245992209999 13.975948738, -90.8245993049999 13.975949642, -90.8246831029999 13.977096005)","{""FID"": 125, ""FID_Polyli"": 501, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 131.94036566911518}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.8246831029999 13.977096005, -90.824844881 13.9783336090001, -90.824901707 13.9788445740001)","{""FID"": 126, ""FID_Polyli"": 508, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 202.06753491351293}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.824901707 13.9788445740001, -90.8249017049999 13.978844845, -90.824995031 13.9795778860001)","{""FID"": 127, ""FID_Polyli"": 1871, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 84.76267742895544}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.824995031 13.9795778860001, -90.8249950269999 13.979578248, -90.825101179 13.9805810450001)","{""FID"": 128, ""FID_Polyli"": 511, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 115.68516197124231}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.825101179 13.9805810450001, -90.8251014359999 13.9805833060001, -90.825284611 13.981808903, -90.825284608 13.9818092650001)","{""FID"": 129, ""FID_Polyli"": 990, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 142.3714760448067}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.825584197 13.984314711, -90.8255843682131 13.9843165196902)","{""FID"": 130, ""FID_Polyli"": 1002, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 0.20836565791222697}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.825284608 13.9818092650001, -90.825376196 13.982628857, -90.8254484049999 13.9830982130001, -90.8255843682131 13.9843165196902)","{""FID"": 131, ""FID_Polyli"": 995, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 289.5945975769755}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.8255843682131 13.9843165196902, -90.8255844499999 13.984317334, -90.825691405 13.985589417)","{""FID"": 132, ""FID_Polyli"": 1002, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 146.5119509677383}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.825691405 13.985589417, -90.8256916619999 13.985591588, -90.825787731 13.986239713)","{""FID"": 133, ""FID_Polyli"": 1009, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 75.36898396731424}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.825787731 13.986239713, -90.8257878199999 13.9862401660001, -90.825848466 13.9868469490001)","{""FID"": 134, ""FID_Polyli"": 1013, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 69.99006250812728}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.825992336 13.9881296650001, -90.825991733 13.98812487, -90.825848466 13.9868469490001)","{""FID"": 135, ""FID_Polyli"": 1018, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 148.02364788753027}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.955123349 13.989298222, -90.9552633359999 13.9878149130001, -90.9554583759999 13.986164884, -90.95567167 13.9844381950001, -90.955883355 13.9827465550001, -90.9560700769999 13.98100988, -90.956248386 13.979303137, -90.9564683419999 13.9775849050001, -90.956655004 13.9758848270001, -90.9568550759999 13.974143202, -90.9570383919999 13.972433244, -90.957203333 13.9707498810001, -90.9573917259999 13.9690298430001, -90.9576117409999 13.9673015760001, -90.957846693 13.9652848850001)","{""FID"": 136, ""FID_Polyli"": 63, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 2771.475214479841}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.825992336 13.9881296650001, -90.826149836 13.9893899120001)","{""FID"": 137, ""FID_Polyli"": 1025, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 145.63698791472814}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.826149836 13.9893899120001, -90.826150005 13.98939154, -90.826331078 13.9906445880001, -90.826496684 13.9918990350001, -90.826496767 13.991900029)","{""FID"": 138, ""FID_Polyli"": 1031, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 290.5510350879895}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.826496767 13.991900029, -90.8266474369999 13.9931585890001)","{""FID"": 139, ""FID_Polyli"": 1040, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 145.35751958767497}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.8266474369999 13.9931585890001, -90.8266474339999 13.9931589500001, -90.826801642 13.9944151920001)","{""FID"": 140, ""FID_Polyli"": 1049, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 145.18162457989345}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.826801642 13.9944151920001, -90.82680164 13.994415463, -90.826967422 13.9957007240001, -90.8269674209999 13.9957008150001)","{""FID"": 141, ""FID_Polyli"": 1058, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 148.64338982535344}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.8269674209999 13.9957008150001, -90.827120337 13.9970061120001)","{""FID"": 142, ""FID_Polyli"": 1065, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 150.71532444442224}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.827120337 13.9970061120001, -90.827353578 13.998173693)","{""FID"": 143, ""FID_Polyli"": 1874, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 136.44526712270692}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.827353578 13.998173693, -90.827486671 13.99933351, -90.827502427 13.9994097360001)","{""FID"": 144, ""FID_Polyli"": 1076, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 142.80368558542614}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.82750242 13.9994104590001, -90.827517438 14.000214998, -90.8275833609999 14.000752973)","{""FID"": 145, ""FID_Polyli"": 1085, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 154.47305301415028}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.8275833609999 14.000752973, -90.8275833609999 14.000753063, -90.8277476529999 14.0020297270001)","{""FID"": 146, ""FID_Polyli"": 1097, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 147.61694099117022}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.8277476529999 14.0020297270001, -90.8277476529999 14.0020298170001, -90.8278293169999 14.002645645, -90.8278293129999 14.0026460060001)","{""FID"": 147, ""FID_Polyli"": 1104, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 71.2872464276489}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.8278293129999 14.0026460060001, -90.8279115139999 14.003273676)","{""FID"": 148, ""FID_Polyli"": 1111, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 72.5909201892612}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.8279115139999 14.003273676, -90.827911688 14.0032748520001, -90.8280467559999 14.004539868, -90.828046755 14.0045399580001)","{""FID"": 149, ""FID_Polyli"": 1119, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 146.0578348335353}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.828046755 14.0045399580001, -90.8282502709999 14.0058972150001)","{""FID"": 150, ""FID_Polyli"": 1877, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 157.35750288208803}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.828371816 14.0071439480001, -90.828371731 14.007143134, -90.828319106 14.006598139, -90.8282502709999 14.0058972150001)","{""FID"": 151, ""FID_Polyli"": 1129, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 143.677028920846}"
Lineas_de_Transmision_69_kV_02,Conductor Transmisión,69,,,,,,"LINESTRING (-90.828371816 14.0071439480001, -90.828531329 14.008338791)","{""FID"": 152, ""FID_Polyli"": 1137, ""Name"": ""Conductor Transmisión"", ""FolderPath"": ""Lineas de Transmision 69 kV_02.kmz/Lineas de Transmision 69 kV_02"", ""Shape__Length"": 138.23108515101097}"
