fuente,nombre,voltaje_kv,latitud,longitud,propietario,departamento,municipio,estado,attrs_json
Subestaciones_69_kV_,Santa María Cauque,69,14.658635514000004,-90.70715087499998,,,,,"{""FID"": 127, ""Name"": ""Santa María Cauque"", ""V__kV_"": 69}"
Subestaciones_69_kV_,San Lucas,69,14.600448638000044,-90.65775646799995,,,,,"{""FID"": 128, ""Name"": ""San Lucas"", ""V__kV_"": 69}"
Subestaciones_69_kV_,Salamá,69,15.105891723000065,-90.34589481799998,,,,,"{""FID"": 129, ""Name"": ""Salamá"", ""V__kV_"": 69}"
Subestaciones_69_kV_,Santa Elena,69,15.022106580000063,-90.21592361099994,,,,,"{""FID"": 130, ""Name"": ""Santa Elena"", ""V__kV_"": 69}"
Subestaciones_69_kV_,Subestacion La Mina (El Escobal),69,14.467680556000056,-90.16527777799996,,,,,"{""FID"": 131, ""Name"": ""Subestacion La Mina (El Escobal)"", ""V__kV_"": 69}"
Subestaciones_69_kV_,San Rafael (Mataquescuintla),69,14.508740727000024,-90.17806982999997,,,,,"{""FID"": 132, ""Name"": ""San Rafael (Mataquescuintla)"", ""V__kV_"": 69}"
Subestaciones_69_kV_,Jalapa,69,14.67643533600006,-90.00804932699998,,,,,"{""FID"": 133, ""Name"": ""Jalapa"", ""V__kV_"": 69}"
Subestaciones_69_kV_,Sanarate,69,14.806548685000065,-90.18763063399996,,,,,"{""FID"": 134, ""Name"": ""Sanarate"", ""V__kV_"": 69}"
Subestaciones_69_kV_,Hispacensa,69,14.805087859000018,-90.17318865399994,,,,,"{""FID"": 135, ""Name"": ""Hispacensa"", ""V__kV_"": 69}"
Subestaciones_69_kV_,El Rancho,69,14.880125029000057,-90.06049921099998,,,,,"{""FID"": 136, ""Name"": ""El Rancho"", ""V__kV_"": 69}"
Subestaciones_69_kV_,Augusto Palma,69,14.677963882000014,-90.46165171299998,,,,,"{""FID"": 137, ""Name"": ""Augusto Palma"", ""V__kV_"": 69}"
Subestaciones_69_kV_,Incinate,69,14.669506170000034,-90.47139078399994,,,,,"{""FID"": 138, ""Name"": ""Incinate"", ""V__kV_"": 69}"
Subestaciones_69_kV_,Luis Nimatuj,69,14.686636292000067,-90.49099199199998,,,,,"{""FID"": 139, ""Name"": ""Luis Nimatuj"", ""V__kV_"": 69}"
Subestaciones_69_kV_,Novella 2,69,14.667037960000068,-90.49790314499995,,,,,"{""FID"": 140, ""Name"": ""Novella 2"", ""V__kV_"": 69}"
Subestaciones_69_kV_,Norte,69,14.664139502000058,-90.50289795099995,,,,,"{""FID"": 141, ""Name"": ""Norte"", ""V__kV_"": 69}"
Subestaciones_69_kV_,Zapote,69,14.655854615000065,-90.514807121,,,,,"{""FID"": 142, ""Name"": ""Zapote"", ""V__kV_"": 69}"
Subestaciones_69_kV_,Incienso,69,14.648771992000023,-90.53007683099997,,,,,"{""FID"": 143, ""Name"": ""Incienso"", ""V__kV_"": 69}"
Subestaciones_69_kV_,El Naranjo,69,14.648856001000054,-90.54032079099996,,,,,"{""FID"": 144, ""Name"": ""El Naranjo"", ""V__kV_"": 69}"
Subestaciones_69_kV_,Kaminal,69,14.623751371000028,-90.55572934399999,,,,,"{""FID"": 145, ""Name"": ""Kaminal"", ""V__kV_"": 69}"
Subestaciones_69_kV_,Roosevelt,69,14.636110381000037,-90.57158575499996,,,,,"{""FID"": 146, ""Name"": ""Roosevelt"", ""V__kV_"": 69}"
Subestaciones_69_kV_,Minerva,69,14.67357134200006,-90.54661780599997,,,,,"{""FID"": 147, ""Name"": ""Minerva"", ""V__kV_"": 69}"
Subestaciones_69_kV_,Montserrat,69,14.654243777000032,-90.56923055199996,,,,,"{""FID"": 148, ""Name"": ""Montserrat"", ""V__kV_"": 69}"
Subestaciones_69_kV_,Ciudad Quetzal,69,14.69481885300008,-90.57026728999995,,,,,"{""FID"": 149, ""Name"": ""Ciudad Quetzal"", ""V__kV_"": 69}"
Subestaciones_69_kV_,Carolingia,69,14.673269400000033,-90.58300125899996,,,,,"{""FID"": 150, ""Name"": ""Carolingia"", ""V__kV_"": 69}"
Subestaciones_69_kV_,Las Flores,69,14.657725569000027,-90.60613520999999,,,,,"{""FID"": 151, ""Name"": ""Las Flores"", ""V__kV_"": 69}"
Subestaciones_69_kV_,Tinco,69,14.63852841700003,-90.60050792599998,,,,,"{""FID"": 152, ""Name"": ""Tinco"", ""V__kV_"": 69}"
Subestaciones_69_kV_,Mixco,69,14.628529758000061,-90.60097060899993,,,,,"{""FID"": 153, ""Name"": ""Mixco"", ""V__kV_"": 69}"
Subestaciones_69_kV_,San Juan Sacatepequez,69,14.724398277000027,-90.64169809499998,,,,,"{""FID"": 154, ""Name"": ""San Juan Sacatepequez"", ""V__kV_"": 69}"
Subestaciones_69_kV_,Guatemala Norte,69,14.669230654000042,-90.45381089999994,,,,,"{""FID"": 155, ""Name"": ""Guatemala Norte"", ""V__kV_"": 69}"
